Name,Connection Type,App,Platform,Country,Date,Impressions,Ad Revenue,CPM
connection 1530,Mock Connection - chartboost.com,Snake,Firefox OS,Canada,2020-05-04,4373,26,6
connection 1531,Mock Connection - flurry.com,Pong,Android,Brazil,2020-05-04,1346,2,1
connection 1532,Mock Connection - applovin.com,Pong,Android,United States,2020-05-04,2584,26,10
connection 1533,Mock Connection - inmobi.com,Pong,Android,Denmark,2020-05-04,10383,34,3
connection 1534,Mock Connection - vungle.com,Pong,Android,United States,2020-05-04,2650,24,9
connection 1535,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Denmark,2020-05-04,2093,21,10
connection 1536,Mock Connection - flurry.com,Tetris,Others,Canada,2020-05-04,262,1,6
connection 1537,Mock Connection - applovin.com,Tetris,iOS,Denmark,2020-05-04,1622,12,7
connection 1538,Mock Connection - adcolony.com,Pong,Firefox OS,United States,2020-05-04,1259,11,8
connection 1539,Mock Connection - chartboost.com,Snake,iOS,Brazil,2020-05-04,1140,5,5
connection 1540,Mock Connection - chartboost.com,Pong,Android,United States,2020-05-04,2537,6,2
connection 1541,Mock Connection - flurry.com,Snake,Android,Brazil,2020-05-04,1769,2,1
connection 1542,Mock Connection - mopub.com,Pong,iOS,Brazil,2020-05-04,274,6,24
connection 1543,Mock Connection - adcolony.com,Snake,Android,Japan,2020-05-04,787,1,1
connection 1544,Mock Connection - flurry.com,Tetris,Firefox OS,Brazil,2020-05-04,1043,1,1
connection 1545,Mock Connection - vungle.com,Snake,iOS,Germany,2020-05-04,3874,21,5
connection 1546,Mock Connection - facebook.com,Snake,Android,Canada,2020-05-04,1284,26,20
connection 1547,Mock Connection - flurry.com,Tetris,Others,United States,2020-05-04,697,4,6
connection 1548,Mock Connection - mopub.com,Snake,Android,Japan,2020-05-04,1336,2,1
connection 1549,Mock Connection - facebook.com,Pong,iOS,Canada,2020-05-04,1447,10,7
connection 1550,Mock Connection - inmobi.com,Pong,iOS,Brazil,2020-05-04,2888,49,17
connection 1551,Mock Connection - vungle.com,Tetris,Android,Canada,2020-05-04,4765,25,5
connection 1552,Mock Connection - facebook.com,Michael Tetris,Android,Denmark,2020-05-04,3212,22,6
connection 1553,Mock Connection - inmobi.com,Randy,Android,Denmark,2020-05-04,1103,3,2
connection 1554,Mock Connection - vungle.com,Monte Tetris,Android,Denmark,2020-05-04,1541,8,5
connection 1555,Mock Connection - inmobi.com,Snake,Firefox OS,Canada,2020-05-04,1100,8,7
connection 1556,Mock Connection - adcolony.com,Tetris,Android,Germany,2020-05-04,233,2,9
connection 1557,Mock Connection - applovin.com,Pong,Firefox OS,Brazil,2020-05-04,776,3,5
connection 1558,Mock Connection - flurry.com,Pong,iOS,Japan,2020-05-04,3411,13,4
connection 1559,Mock Connection - inmobi.com,Tetris,Android,Denmark,2020-05-04,3556,21,6
connection 1560,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Germany,2020-05-04,757,5,7
connection 1561,Mock Connection - chartboost.com,Tetris,iOS,United States,2020-05-04,2134,8,3
connection 1562,Mock Connection - mopub.com,Tetris,iOS,Germany,2020-05-04,1391,37,26
connection 1563,Mock Connection - vungle.com,Pong,iOS,Denmark,2020-05-04,775,22,29
connection 1564,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Canada,2020-05-04,2097,21,10
connection 1565,Mock Connection - vungle.com,Snake,Firefox OS,Brazil,2020-05-04,2857,24,8
connection 1566,Mock Connection - applovin.com,Snake,iOS,Canada,2020-05-04,3495,11,3
connection 1567,Mock Connection - facebook.com,Snake,iOS,Germany,2020-05-04,2998,8,2
connection 1568,Mock Connection - flurry.com,Snake,Firefox OS,Denmark,2020-05-04,2427,30,12
connection 1569,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Brazil,2020-05-04,1675,3,2
connection 1570,Mock Connection - mopub.com,Pong,Firefox OS,Germany,2020-05-04,1022,1,1
connection 1571,Mock Connection - inmobi.com,Snake,Firefox OS,Brazil,2020-05-04,6044,31,5
connection 1572,Mock Connection - adcolony.com,2.0,Android,Germany,2020-05-04,196,2,10
connection 1573,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Germany,2020-05-04,901,1,1
connection 1574,Mock Connection - vungle.com,Pong,iOS,Germany,2020-05-04,4469,10,2
connection 1575,Mock Connection - applovin.com,Tetris,Android,Canada,2020-05-04,5456,7,1
connection 1576,Mock Connection - inmobi.com,Randy,Firefox OS,Canada,2020-05-04,598,0,0
connection 1577,Mock Connection - applovin.com,Pong,Android,Canada,2020-05-04,1066,3,3
connection 1578,Mock Connection - adcolony.com,Luciano Tetris,Android,Japan,2020-05-04,1439,9,6
connection 1579,Mock Connection - applovin.com,Tetris,iOS,Brazil,2020-05-04,1768,6,3
connection 1580,Mock Connection - inmobi.com,Pong,Android,Germany,2020-05-04,5339,3,0
connection 1581,Mock Connection - vungle.com,Pong,Monte iOS,Germany,2020-05-04,788,0,0
connection 1582,Mock Connection - adcolony.com,Snake,Android,Brazil,2020-05-04,819,15,19
connection 1583,Mock Connection - adcolony.com,Tetris,Firefox OS,Denmark,2020-05-04,75,7,99
connection 1584,Mock Connection - adcolony.com,Luciano Tetris,Android,Canada,2020-05-04,3841,13,3
connection 1585,Mock Connection - flurry.com,Snake,Firefox OS,Canada,2020-05-04,678,0,1
connection 1586,Mock Connection - inmobi.com,Tetris,Firefox OS,Japan,2020-05-04,4027,30,7
connection 1587,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Japan,2020-05-04,1492,1,0
connection 1588,Mock Connection - applovin.com,Pong,Firefox OS,Denmark,2020-05-04,2286,13,5
connection 1589,Mock Connection - inmobi.com,Randy,Android,Brazil,2020-05-04,2621,11,4
connection 1590,Mock Connection - flurry.com,Snake,iOS,Denmark,2020-05-04,4433,51,11
connection 1591,Mock Connection - flurry.com,Pong,iOS,Denmark,2020-05-04,1493,7,5
connection 1592,Mock Connection - adcolony.com,Snake,Firefox OS,United States,2020-05-04,225,3,16
connection 1593,Mock Connection - adcolony.com,Snake,Android,United States,2020-05-04,356,4,13
connection 1594,Mock Connection - flurry.com,Pong,Firefox OS,United States,2020-05-04,2263,12,5
connection 1595,Mock Connection - flurry.com,Tetris,Others,Denmark,2020-05-04,393,1,4
connection 1596,Mock Connection - applovin.com,Pong,iOS,Canada,2020-05-04,2840,9,3
connection 1597,Mock Connection - chartboost.com,Snake,Android,Japan,2020-05-04,2492,33,13
connection 1598,Mock Connection - chartboost.com,Tetris,iOS,Germany,2020-05-04,748,4,6
connection 1599,Mock Connection - facebook.com,Snake,Android,Brazil,2020-05-04,1047,20,20
connection 1600,Mock Connection - flurry.com,Snake,Android,United States,2020-05-04,2645,17,6
connection 1601,Mock Connection - mopub.com,Pong,Firefox OS,United States,2020-05-04,67,0,10
connection 1602,Mock Connection - facebook.com,Tetris,Android,Germany,2020-05-04,321,1,6
connection 1603,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Canada,2020-05-04,1470,4,2
connection 1604,Mock Connection - inmobi.com,Randy,Firefox OS,Denmark,2020-05-04,707,14,20
connection 1605,Mock Connection - vungle.com,Snake,Firefox OS,Japan,2020-05-04,1272,5,4
connection 1606,Mock Connection - flurry.com,Snake,Firefox OS,Germany,2020-05-04,5001,15,3
connection 1607,Mock Connection - inmobi.com,Randy,Firefox OS,Brazil,2020-05-04,446,0,0
connection 1608,Mock Connection - mopub.com,Pong,iOS,Germany,2020-05-04,2037,5,2
connection 1609,Mock Connection - mopub.com,Snake,Android,United States,2020-05-04,2225,14,6
connection 1610,Mock Connection - inmobi.com,Randy,GP,Denmark,2020-05-04,1041,3,2
connection 1611,Mock Connection - inmobi.com,Pong,Firefox OS,Brazil,2020-05-04,1069,5,5
connection 1612,Mock Connection - vungle.com,Monte Tetris,Monte iOS,United States,2020-05-04,1681,10,6
connection 1613,Mock Connection - facebook.com,Pong,Firefox OS,Canada,2020-05-04,1386,5,3
connection 1614,Mock Connection - mopub.com,Pong,Android,Canada,2020-05-04,3531,13,3
connection 1615,Mock Connection - chartboost.com,Tetris,Android,Germany,2020-05-04,2543,21,8
connection 1616,Mock Connection - chartboost.com,Snake,iOS,United States,2020-05-04,3870,19,4
connection 1617,Mock Connection - vungle.com,Snake,Firefox OS,Canada,2020-05-04,1923,10,5
connection 1618,Mock Connection - flurry.com,Tetris,Android,Denmark,2020-05-04,2543,12,4
connection 1619,Mock Connection - adcolony.com,Snake,iOS,United States,2020-05-04,58,0,1
connection 1620,Mock Connection - vungle.com,Snake,Firefox OS,Denmark,2020-05-04,3357,41,12
connection 1621,Mock Connection - vungle.com,Pong,Android,Denmark,2020-05-04,8288,31,3
connection 1622,Mock Connection - adcolony.com,2.0,Luciano iOS,Japan,2020-05-04,2085,21,10
connection 1623,Mock Connection - adcolony.com,Pong,Luciano iOS,United States,2020-05-04,1355,4,3
connection 1624,Mock Connection - inmobi.com,Randy,Android,United States,2020-05-04,2054,5,2
connection 1625,Mock Connection - flurry.com,Pong,Android,Canada,2020-05-04,733,9,13
connection 1626,Mock Connection - inmobi.com,Tetris,Firefox OS,United States,2020-05-04,1723,23,13
connection 1627,Mock Connection - inmobi.com,Pong,Firefox OS,Japan,2020-05-04,1096,13,11
connection 1628,Mock Connection - chartboost.com,Tetris,Android,Japan,2020-05-04,1703,12,7
connection 1629,Mock Connection - chartboost.com,Judy Tetris,Android,Canada,2020-05-04,624,3,4
connection 1630,Mock Connection - adcolony.com,Tetris,Firefox OS,Germany,2020-05-04,132,0,4
connection 1631,Mock Connection - facebook.com,Michael Tetris,Android,Brazil,2020-05-04,1848,6,3
connection 1632,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Canada,2020-05-04,613,3,5
connection 1633,Mock Connection - inmobi.com,Snake,Android,United States,2020-05-04,4913,7,1
connection 1634,Mock Connection - facebook.com,Michael Tetris,Android,United States,2020-05-04,380,22,58
connection 1635,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,United States,2020-05-04,473,11,24
connection 1636,Mock Connection - vungle.com,Monte Tetris,Android,United States,2020-05-04,1068,19,18
connection 1637,Mock Connection - flurry.com,Tetris,Firefox OS,United States,2020-05-04,2435,2,1
connection 1638,Mock Connection - mopub.com,Pong,Android,Germany,2020-05-04,2418,4,1
connection 1639,Mock Connection - flurry.com,Pong,Firefox OS,Japan,2020-05-04,3730,6,1
connection 1640,Mock Connection - mopub.com,Pong,Android,Japan,2020-05-04,3130,7,2
connection 1641,Mock Connection - flurry.com,Tetris,Others,Japan,2020-05-04,1011,5,5
connection 1642,Mock Connection - inmobi.com,Tetris,iOS,Brazil,2020-05-04,4744,23,5
connection 1643,Mock Connection - inmobi.com,Snake,Android,Canada,2020-05-04,4143,67,16
connection 1644,Mock Connection - vungle.com,Monte Tetris,Android,Brazil,2020-05-04,1163,4,3
connection 1645,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Denmark,2020-05-04,2641,7,2
connection 1646,Mock Connection - applovin.com,Pong,Firefox OS,Canada,2020-05-04,1162,12,10
connection 1647,Mock Connection - chartboost.com,Tetris,iOS,Denmark,2020-05-04,491,0,0
connection 1648,Mock Connection - applovin.com,Pong,Android,Germany,2020-05-04,3552,2,0
connection 1649,Mock Connection - vungle.com,Snake,Android,Brazil,2020-05-04,2739,37,13
connection 1650,Mock Connection - applovin.com,Snake,Android,Denmark,2020-05-04,3877,33,8
connection 1651,Mock Connection - mopub.com,Masako Tetris,Android,Germany,2020-05-04,1696,28,16
connection 1652,Mock Connection - facebook.com,Pong,Android,Japan,2020-05-04,814,19,23
connection 1653,Mock Connection - vungle.com,Snake,Firefox OS,United States,2020-05-04,8371,38,4
connection 1654,Mock Connection - vungle.com,Pong,iOS,United States,2020-05-04,1500,3,2
connection 1655,Mock Connection - vungle.com,Snake,Android,Japan,2020-05-04,10643,27,2
connection 1656,Mock Connection - inmobi.com,Randy,Firefox OS,Germany,2020-05-04,2628,17,6
connection 1657,Mock Connection - adcolony.com,Snake,Firefox OS,Brazil,2020-05-04,387,1,2
connection 1658,Mock Connection - adcolony.com,Tetris,Android,Denmark,2020-05-04,33,1,34
connection 1659,Mock Connection - flurry.com,Tetris,Others,Brazil,2020-05-04,157,0,1
connection 1660,Mock Connection - chartboost.com,Snake,Android,Canada,2020-05-04,6816,59,8
connection 1661,Mock Connection - mopub.com,Pong,Firefox OS,Canada,2020-05-04,256,2,8
connection 1662,Mock Connection - flurry.com,Pong,iOS,Germany,2020-05-04,3081,4,1
connection 1663,Mock Connection - inmobi.com,Tetris,iOS,United States,2020-05-04,3438,16,4
connection 1664,Mock Connection - flurry.com,Tetris,Android,Japan,2020-05-04,3496,21,6
connection 1665,Mock Connection - facebook.com,Tetris,iOS,Germany,2020-05-04,1292,7,5
connection 1666,Mock Connection - mopub.com,Masako Tetris,Android,Brazil,2020-05-04,420,1,3
connection 1667,Mock Connection - inmobi.com,Randy,Firefox OS,Japan,2020-05-04,1309,2,2
connection 1668,Mock Connection - inmobi.com,Pong,Firefox OS,Germany,2020-05-04,5410,65,12
connection 1669,Mock Connection - applovin.com,Snake,iOS,Denmark,2020-05-04,6040,54,8
connection 1670,Mock Connection - inmobi.com,Pong,Firefox OS,Denmark,2020-05-04,3148,11,3
connection 1671,Mock Connection - adcolony.com,2.0,Luciano iOS,Denmark,2020-05-04,1580,10,6
connection 1672,Mock Connection - vungle.com,Pong,Android,Germany,2020-05-04,3169,37,11
connection 1673,Mock Connection - inmobi.com,Tetris,Firefox OS,Denmark,2020-05-04,5728,33,5
connection 1674,Mock Connection - vungle.com,Tetris,iOS,Denmark,2020-05-04,3924,7,1
connection 1675,Mock Connection - vungle.com,Pong,Firefox OS,Japan,2020-05-04,1196,11,9
connection 1676,Mock Connection - facebook.com,Michael Tetris,Android,Japan,2020-05-04,560,1,2
connection 1677,Mock Connection - facebook.com,Pong,iOS,Denmark,2020-05-04,2034,14,7
connection 1678,Mock Connection - vungle.com,Snake,iOS,Japan,2020-05-04,8357,25,3
connection 1679,Mock Connection - flurry.com,Pong,Firefox OS,Denmark,2020-05-04,3719,18,4
connection 1680,Mock Connection - adcolony.com,Pong,Android,United States,2020-05-04,2420,16,6
connection 1681,Mock Connection - facebook.com,Michael Tetris,Firefox OS,United States,2020-05-04,225,0,0
connection 1682,Mock Connection - facebook.com,Tetris,Firefox OS,Canada,2020-05-04,416,0,0
connection 1683,Mock Connection - flurry.com,Pong,Android,Denmark,2020-05-04,516,0,1
connection 1684,Mock Connection - flurry.com,Snake,iOS,Japan,2020-05-04,1858,9,4
connection 1685,Mock Connection - mopub.com,Tetris,Firefox OS,United States,2020-05-04,213,0,3
connection 1686,Mock Connection - applovin.com,Tetris,Firefox OS,United States,2020-05-04,522,19,38
connection 1687,Mock Connection - mopub.com,Snake,Firefox OS,Brazil,2020-05-04,1535,3,2
connection 1688,Mock Connection - mopub.com,Snake,Android,Denmark,2020-05-04,2772,26,9
connection 1689,Mock Connection - flurry.com,Pong,iOS,Brazil,2020-05-04,2155,19,9
connection 1690,Mock Connection - facebook.com,Snake,Firefox OS,Denmark,2020-05-04,812,9,11
connection 1691,Mock Connection - vungle.com,Pong,Monte iOS,Brazil,2020-05-04,2035,7,3
connection 1692,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Japan,2020-05-04,376,7,19
connection 1693,Mock Connection - inmobi.com,Randy,Android,Germany,2020-05-04,254,1,5
connection 1694,Mock Connection - vungle.com,Tetris,Android,Brazil,2020-05-04,904,13,14
connection 1695,Mock Connection - chartboost.com,Snake,iOS,Denmark,2020-05-04,1198,2,2
connection 1696,Mock Connection - facebook.com,Tetris,iOS,Canada,2020-05-04,1381,1,1
connection 1697,Mock Connection - vungle.com,Pong,Monte iOS,United States,2020-05-04,2226,16,7
connection 1698,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,United States,2020-05-04,302,1,4
connection 1699,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Denmark,2020-05-04,171,1,10
connection 1700,Mock Connection - inmobi.com,Tetris,iOS,Germany,2020-05-04,1254,25,20
connection 1701,Mock Connection - inmobi.com,Randy,Android,Canada,2020-05-04,2061,15,7
connection 1702,Mock Connection - inmobi.com,Tetris,iOS,Denmark,2020-05-04,3019,13,4
connection 1703,Mock Connection - mopub.com,Snake,Firefox OS,United States,2020-05-04,3087,46,15
connection 1704,Mock Connection - adcolony.com,Tetris,iOS,Canada,2020-05-04,219,0,1
connection 1705,Mock Connection - chartboost.com,Pong,Firefox OS,Denmark,2020-05-04,219,1,7
connection 1706,Mock Connection - inmobi.com,Randy,GP,Brazil,2020-05-04,299,3,13
connection 1707,Mock Connection - chartboost.com,Snake,iOS,Canada,2020-05-04,1569,3,2
connection 1708,Mock Connection - facebook.com,Snake,Android,Japan,2020-05-04,1326,4,3
connection 1709,Mock Connection - facebook.com,Tetris,Firefox OS,United States,2020-05-04,1011,2,2
connection 1710,Mock Connection - applovin.com,Pong,iOS,United States,2020-05-04,3105,5,1
connection 1711,Mock Connection - adcolony.com,Pong,Luciano iOS,Germany,2020-05-04,292,6,22
connection 1712,Mock Connection - vungle.com,Snake,Monte iOS,Germany,2020-05-04,1081,11,10
connection 1713,Mock Connection - adcolony.com,Snake,iOS,Denmark,2020-05-04,957,0,0
connection 1714,Mock Connection - chartboost.com,Tetris,Firefox OS,Brazil,2020-05-04,1203,0,0
connection 1715,Mock Connection - adcolony.com,Luciano Tetris,Android,Denmark,2020-05-04,1216,1,1
connection 1716,Mock Connection - chartboost.com,Pong,Firefox OS,Brazil,2020-05-04,410,7,18
connection 1717,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,United States,2020-05-04,105,2,22
connection 1718,Mock Connection - facebook.com,Tetris,iOS,Japan,2020-05-04,656,6,9
connection 1719,Mock Connection - inmobi.com,Tetris,Firefox OS,Brazil,2020-05-04,759,7,9
connection 1720,Mock Connection - vungle.com,Snake,iOS,Canada,2020-05-04,2969,14,4
connection 1721,Mock Connection - vungle.com,Tetris,iOS,United States,2020-05-04,680,2,3
connection 1722,Mock Connection - vungle.com,Snake,Monte iOS,Japan,2020-05-04,912,8,8
connection 1723,Mock Connection - inmobi.com,Pong,Android,United States,2020-05-04,2399,11,4
connection 1724,Mock Connection - facebook.com,Pong,iOS,Japan,2020-05-04,3459,12,3
connection 1725,Mock Connection - inmobi.com,Snake,Firefox OS,Denmark,2020-05-04,3608,33,9
connection 1726,Mock Connection - chartboost.com,Pong,iOS,Germany,2020-05-04,2170,12,5
connection 1727,Mock Connection - applovin.com,Snake,Android,Japan,2020-05-04,2401,3,1
connection 1728,Mock Connection - vungle.com,Snake,Monte iOS,Brazil,2020-05-04,129,2,15
connection 1729,Mock Connection - facebook.com,Tetris,Android,Canada,2020-05-04,895,9,11
connection 1730,Mock Connection - vungle.com,Snake,Android,Canada,2020-05-04,3482,10,2
connection 1731,Mock Connection - adcolony.com,2.0,Android,Brazil,2020-05-04,1122,9,8
connection 1732,Mock Connection - inmobi.com,Tetris,Android,Japan,2020-05-04,1953,21,11
connection 1733,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Germany,2020-05-04,295,1,4
connection 1734,Mock Connection - mopub.com,Tetris,iOS,Canada,2020-05-04,1211,7,5
